old,job-title,salary,state,experience,education,gender
2,Senior Administration Officer ,"28,750",,2,2,2
2,Human Resource Associate,"32,000",Kentucky,2,1,2
3,Marketing Coordinator,"51,000",Oklahoma,3,1,2
3,Policy Coordinator ,"58,250",District of Columbia,3,2,2
3,Administration manager,"55,000",Illinois,4,1,2
3,Paralegal,"42,800",Colorado,2,1,2
4,Program Coordinator,"51,500",Michigan,5,2,2
5,Paralegal (Intern),"32,500",New York,3,0,2
4,Director of Administration,"72,000",Ohio,5,2,2
3,Social Media Coordinator,"47,000",New York,3,1,2
3,Senior Software Developer,"178,500",California,4,1,2
3,Program Assistant,"40,768",Illinois,2,1,2
4,Database Manager,"78,000",California,6,1,Other or prefer not to answer
6,Account Management Director,"160,000",New York,6,1,2
3,Industrial Hygienist,"62,500",California,2,2,2
3,Technical Director / CTO,"40,000",,5,1,1
4,Administrative Assistant ,"60,320",South Carolina,5,1,2
5,Physician ,"488,000",Arkansas,6,3,1
6,sales,"90,000",California,6,0,2
4,Neurodiagnostics,"53,000",Arizona,3,2,2
4,Marketing director,"65,000",,5,1,2
3,Senior Product Designer,"179,000",Oregon,4,2,2
3,Researcher,"106,000",California,4,3,2
3,Marketing Communications Manager,"49,000",Missouri,4,1,2
3,Executive Director,"110,000",California,3,1,2
2,Communications Specialist,"68,000",Massachusetts,2,1,2
3,Software Engineer,"135,000",Oregon,3,0,1
3,Data Officer,"26,000",,3,1,2
5,"Paralegal, Trusts & Estates","110,000",New York,5,3,2
3,Lending Operations Specialist,"35,880",South Carolina,2,1,2
3,Brand Communications Manager,"80,000",California,5,0,0
4,Theatrical Assistant Ticket Office Coordinator,"37,514",Colorado,5,1,2
3,Executive Assistant,"76,000",Maryland,3,1,2
3,Associate Counsel,"99,415",New York,4,3,2
3,Assistant Professor,"79,000",Colorado,2,3,1
3,"Director, Advertising Compliance and Forms Design","77,000",Indiana,4,1,1
2,Bank Teller,"32,000",Illinois,1,0,2
4,Director of Archives and Special Collections,"90,300",Connecticut,5,2,2
4,Senior Integration and Test Engineer,"95,000",New York,5,1,1
4,Director of Communications,"215,000",Oregon,5,1,2
3,Senior Software Engineer,"110,000",,3,1,2
3,Transformation manager ,"55,000",,4,1,2
3,Hospital Pharmacy Director,"139,000",Minnesota,3,3,2
3,Program Manager,"70,000",District of Columbia,4,2,2
3,Producer,"41,000",California,4,1,2
4,University Relations Recruiter,"64,000",Georgia,4,1,2
4,R&D Engineer,"46,250",,5,2,2
4,Senior design engineer ,"61,000",,6,1,2
3,Marketing Strategy Manager,"61,000",Massachusetts,5,0,2
4,Lead Data Strategist,"105,000",,4,2,2
3,Senior Scientist II,"122,000",Massachusetts,2,3,2
4,Consultant,"171,000",Texas,5,2,2
5,Registered Nurse,"55,000",Florida,1,2,2
6,Finance Director,"63,800",Oregon,8,1,1
3,Transport Consultant,"28,000",,2,1,1
4,IT Supervisor,"79,900",Ohio,5,1,1
3,Document Control,"38,000",Virginia,4,1,2
5,Senior Frontend Developer,"125,000",,6,1,1
3,Senior Social Insights Manager,"90,000",New York,3,1,2
4,Lead Customer Support/Success Manager,"90,000",Ohio,5,1,1
4,Security Consultant,"63,000",,4,0,1
3,Director,"175,000",New York,4,2,1
3,Senior Software Engineer,"165,000",California,2,1,2
4,Librarian,"70,200",New Hampshire,5,2,2
4,Influencer Program Manager,"150,000",California,5,0,1
4,Tech,"200,000",California,4,2,1
3,Senior Back-End Software Engineer,"228,800",Michigan,4,2,1
5,Director UX Design,"148,000",North Carolina,6,2,1
4,Content Manager/Copy Editor,"72,800",Minnesota,5,1,2
3,Senior Associate ,"87,550",New York,3,1,2
3,Special Education Paraprofessional,"19,000",Missouri,3,1,1
3,Vocational Counsellor,"62,000",,5,1,2
3,Recruiting Coordinator,"72,800",California,2,1,2
2,Technical Services,"82,000",Wisconsin,2,1,2
5,Paralegal,"80,000",Washington,6,2,2
4,Publisher,"126,000",Kentucky,5,1,1
2,Multimedia Associate ,"53,000",District of Columbia,2,1,2
5,Senior staff engineer,"198,500",California,6,1,1
3,Senior Technical Program Manager,"198,000",Massachusetts,4,2,2
4,Director of Presales Engineering,"300,000",California,5,3,1
5,Exhibit Manager,"80,000",Illinois,6,1,2
5,Fuel hauler (CDL),"78,000",Texas,6,0,1
5,"Project Manager, information technology ","80,000",Kansas,6,2,2
4,Training manager,"123,000",Illinois,5,1,2
5,Fuel hauler (CDL),"78,000",Texas,6,0,1
3,Research Scientist,"120,000",,2,2,2
4,Senior Counsel,"122,000",District of Columbia,4,3,1
3,Marketing Manager,"73,000",,4,1,2
4,Solution Architect,"200,000",,6,0,0
4,Archivist,"62,000",Michigan,4,2,2
2,Associate Research Scientist,"110,000",Massachusetts,1,1,2
4,Senior Manager,"109,000",,5,1,2
4,Head of Engineering,"220,000",Oregon,5,1,2
4,Attorney,"147,000",Louisiana,6,3,2
4,Employment Services Specialist,"56,183",Maryland,4,1,2
3,Project Manager,"61,000",Wisconsin,3,1,2
5,associate copy editor,"36,000",Illinois,6,2,2
4,Digital Product Manager,"143,000",Texas,6,1,2
3,Consultant - Applied Intelligence,"98,000",Massachusetts,2,1,2
3,legal assistant,"34,000",Minnesota,3,1,2
3,Policy Analyst,"70,000",District of Columbia,3,2,2
5,Report Analyst,"90,000",New York,6,2,2
3,Mechanical Engineer,"104,000",California,2,2,2
3,Junior architect ,"49,000",Massachusetts,2,2,2
4,Communications & Marketing Manager,"108,000",,6,1,2
3,Research Assistant ,"43,500",,1,2,2
3,Mechanical Engineer 2,"107,000",California,2,1,
3,HR,"130,000",District of Columbia,4,2,2
3,Teaching Assistant,"26,000",Missouri,2,2,1
3,Data Scientist II,"148,000",New York,3,1,2
3,Senior Embedded Engineer,"135,000",Massachusetts,3,1,0
3,Analyst,"115,000",California,3,1,1
3,Quality Assurance Engineer,"77,016","Arizona, Hawaii, Illinois, Michigan, Utah, Wyoming",3,1,2
3,Job title ,80,Missouri,4,,Other or prefer not to answer
5,Exec assistant ,"84,000",,7,1,2
3,UX/UI Designer,"79,000",Pennsylvania,4,1,2
3,Consultant,"750,000",,2,2,1
3,Data scientist,"120,000",Colorado,2,3,2
3,Software Engineer,"173,000",California,3,1,1
3,Program Monitor,"61,000",Maryland,3,2,2
3,Project Manager,"82,000",New York,2,1,2
2,Server/waitress,"31,200",Washington,4,1,2
2,Research Associate,"58,000",California,2,1,2
3,Program coordinator,"43,500",Maine,3,2,2
3,senior credit analyst,"72,000",Minnesota,2,1,1
3,Community Outreach Specialist,"50,000",California,2,1,2
3,Clinical therapist,"120,000",Indiana,4,2,2
3,Visiting Assistant Professor,"48,000",Ohio,3,3,2
4,Head of Marketing,"105,000",,5,2,2
2,Junior Mechanical Design Engineer,"90,000",California,1,1,2
5,HR Generalist,"61,000",Massachusetts,6,2,2
3,Software Engineer,"120,000",Massachusetts,2,1,1
3,Medical office assistant,"37,500",,2,1,2
3,Food stand attendant ,"29,000",California,2,1,2
4,Research Librarian,"96,000",Minnesota,4,3,1
4,Executive Assistant,"80,000",Minnesota,5,1,2
2,Software Engineer,"69,600",New York,1,1,2
5,Human Resources Specialist,"59,750",North Carolina,7,1,2
3,Communications & Fundraising Officer,"25,000",,4,1,2
5,Manager ,"90,000",California,7,1,2
3,Associate Director,"54,000",Virginia,5,1,2
4,Regional HR Manager,"112,000",New York,6,2,2
6,Practice Support Associate,"75,000",California,6,2,2
3,Staff Scientist ,"156,000",California,4,1,2
3,Research assistant II,"37,600",Oregon,3,1,2
3,Senior Communications Associate,"64,530",District of Columbia,3,1,2
3,Solution Consultant,"132,500",Minnesota,4,1,2
2,"Product Engineer, Robotics and Sensors ","100,000",Massachusetts,2,1,2
3,Product Manager,"160,000",New York,3,1,2
4,Customer Success Manager,"75,000",New Jersey,5,1,2
4,Dean,"110,000",Illinois,5,2,2
5,Human Resources Director,"76,000",Texas,5,1,2
3,Data Analyst,"75,000",Maryland,3,1,1
3,Senior software engineer,"182,000",California,2,1,2
3,Program Associate,"510,000",District of Columbia,2,1,1
4,news editor,"40,000",Florida,5,1,2
5,CFO,"250,000",Georgia,6,1,2
3,Assistant Media Buyer,"49,753",Oregon,3,1,2
3,Software Engineer,"91,000",,3,3,1
3,Performance Marketing Manager,"80,000",Massachusetts,2,1,2
2,Executive Assistant ,"49,500",Vermont,2,1,2
3,Senior Product Manager,"180,000",California,5,1,2
3,Game Producer,"40,800",,2,1,1
3,Operations Consultant,"121,000",California,4,2,2
3,Editor,"51,800",,4,2,2
3,Senior manager ,"194,000",District of Columbia,4,1,2
3,Facilities Mechanical Engineer,"108,306",Oregon,4,2,2
2,Audio Visual Engineer,"23,000",,2,1,1
3,Investment Supervisor (Media),"88,550",California,5,1,2
3,Legislative Aide,"42,000",Massachusetts,2,2,2
4,Executive Director,"65,000",Michigan,5,2,2
3,Data Analyst,"110,000",Virginia,4,1,2
4,Director of Operations,"73,000",Massachusetts,5,1,1
3,Auto Liability Claims Adjuster,"69,000",Georgia,3,2,2
3,Software Developer II,"90,000",Ohio,4,1,1
4,IT Specialist (Quality Assurance),"101,000",Oregon,5,2,2
3,Validation Analyst,"55,000",New Mexico,2,1,1
3,Mechanical Engineer ,"86,000",Florida,1,2,2
4,Clinical educator ,"105,000",Georgia,5,1,2
4,Creative technologist,"45,000",,5,1,1
3,marketing project manager ,"68,900",Texas,5,1,2
3,HR Specialist II,"36,400",Oregon,4,0,2
3,Schedule Planner,"50,386",District of Columbia,3,0,1
3,Materials Engineer,"135,000",Texas,2,2,2
4,Account Executive,"61,300",Colorado,5,1,2
3,Metadata Librarian,"74,321",,3,2,2
2,DSP Engineer,"130,000",California,1,2,2
3,Associate General Counsel,"100,000",District of Columbia,1,3,1
3,Senior data analyst,"32,000",,3,2,1
5,Sr. SEO Strategist,"74,900",Ohio,6,1,1
3,Associate Attorney,"147,500",Missouri,4,3,2
4,Engineering Manager,"135,000",,5,0,1
3,Design Analysis Engineer,"115,000",Michigan,3,1,2
2,PR and Communications Intern,"30,000",,1,0,2
4,Project Manager,"91,000",Massachusetts,5,2,2
4,Data Analyst,"70,000",Florida,5,2,1
3,Director of Research,"97,000",Pennsylvania,4,3,2
3,Senior Marketing Manager,"150,000",California,3,1,2
3,Reports & Analytics Manager,"80,000",California,4,2,2
4,HR Director,"175,000",Texas,5,1,2
3,Defense Contractor ,"85,000",Virginia,5,2,2
5,Director of Program Management,"165,700",Arizona,6,2,2
4,Park Ranger,"27,460",Florida,5,0,2
3,Communication Designer,"71,500",District of Columbia,3,0,1
4,Executive Recruiter,"125,000",Massachusetts,4,,2
2,Adjuster,"52,000",California,2,1,2
3,Associate Attorney,"124,500",Washington,5,3,2
6,Outsourcing ,"68,500",Minnesota,6,1,2
5,College Instructor,"91,000",,6,1,2
3,Data scientist,"104,000",Virginia,4,2,2
3,Director of process improvement ,"130,000",Massachusetts,4,2,2
5,Curator of Education & Public Programs,"72,000",,6,2,1
5,Constituency Assistant,"60,000",,6,0,2
2,Software Engineer,"126,000",Massachusetts,2,1,2
4,Senior Researcher,"115,000",California,5,3,2
3,Software engineer,"66,000",Nebraska,2,0,1
3,CTE Marketing Teacher,"58,500",Texas,4,1,2
5,Trainer,"72,000",Washington,6,2,2
4,Team Leader,"108,000",New Hampshire,5,1,1
3,Procurement Coordinator,"55,775",California,3,1,2
3,Restaurant Accountant,"54,000",Wisconsin,4,2,2
4,Deputy Director ,"102,500",New York,5,2,2
3,Special Assistant,"54,110",New York,3,1,2
4,TV commercial assistant editor,"89,000",New York,4,1,2
6,Business analyst ,"87,300",Ohio,7,2,2
4,Assistant Professor ,"80,000",Arizona,5,3,2
2,Staff Accountant,"36,000",,1,1,2
5,Founder,0,California,6,0,2
3,Mechanical Engineer,"104,000",California,3,1,2
4,Product Manager,"110,000",Utah,5,2,2
3,HR Analyst,"62,000",Texas,2,2,1
4,Legal Counsel,"93,500",,3,3,1
2,Social media producer,"32,864",Alabama,1,1,0
3,Senior Consultant ,"140,000",District of Columbia,4,2,2
4,Senior Production Editor,"77,000",New York,5,1,2
4,Fiscal Systems Specialist I,"135,000",California,5,1,2
3,Lab Safety Specialist,"40,000",New York,2,1,2
3,Customer Service Representative,"62,000",New York,3,1,2
4,Systems Engineer,"130,000",Illinois,5,0,1
3,Senior Embedded Systems Engineer,"180,000",California,2,1,0
3,Manager of Governance and Assistant to the President,"54,000",Illinois,5,2,2
3,Product & Implementation Manager,"129,062",District of Columbia,5,1,2
3,Assistant Manager,"17,472",Kentucky,5,0,2
3,Resident Director,"45,100",Pennsylvania,2,2,1
4,Regulatory manager,"140,000",North Carolina,5,2,2
3,Consultant - Assistant Manager ,"59,000",,3,2,2
2,Associate Software Developer,"103,000",Massachusetts,1,1,2
4,Software Engineer,"57,000",,5,1,2
4,Senior Health Data Analyst,"102,000",Maine,6,2,2
5,Director,"180,000",,6,2,2
3,Research Associate,"53,200",,2,1,2
4,Sr. Product Marketing Manager,"160,000",Washington,5,2,2
3,Pharmacist ,"87,800",,3,2,1
3,Constituency Assistant ,"54,988",,2,0,2
3,Engineering Manager,"320,000",Oregon,3,1,2
5,Senior Application Developer,"70,000",,6,1,1
4,Email/Marketing Automation Technologist,"95,000",District of Columbia,4,1,2
3,Project Engineer,"89,000",Massachusetts,3,1,2
2,Surveillance Data Manager,"50,500",Louisiana,2,2,1
4,Admin,"55,000",Pennsylvania,5,0,2
4,Solutions Architect,"160,000",Massachusetts,5,1,1
3,Early Head Start Co-Lead Teacher,"40,000",Georgia,2,1,
2,Assistant City Planner,"59,613",Iowa,2,1,2
5,Cost Accountant,"82,000",North Carolina,6,1,1
3,Sr. Administrative Assistant,"65,250",North Carolina,5,1,2
3,Drug policy clinical coordinator,"123,000",Massachusetts,2,3,2
5,RN,"64,105",Wisconsin,6,1,2
3,Senior Software Developer,"130,000",North Carolina,4,1,1
4,Associate Director of Resource Development,"72,500",Illinois,5,2,1
4,Web Developer,"35,000",,5,1,1
3,Program Director,"90,000",Maryland,5,2,2
3,family physician,"200,000",Wisconsin,3,3,2
3,Copywriter,"90,000",New York,3,1,2
3,Project Manager,"25,000",,5,2,2
3,HR Assistant,"38,000",Washington,5,0,2
4,Digital Strategy Director,"140,000",District of Columbia,5,3,2
3,Administrative assistant,"27,000",Virginia,4,0,2
4,Administrative Coordinator,"70,000",Washington,6,2,2
2,Operations and Program Manager,"47,000",District of Columbia,2,1,2
5,Director of Business Development,"140,000",,6,1,2
3,"Director, operational performance ","126,000",Michigan,4,2,2
4,Coordinator of Research Administration,"63,310",Nebraska,5,0,2
3,Resident Physician,"70,340","California, New Jersey",3,3,2
4,Librarian,"71,594",Iowa,5,2,2
3,Project Engineer,"64,000",Virginia,5,1,2
3,Administrative Coordinator,"40,014",Rhode Island,2,1,2
3,Social Media and Content Marketing Manager,"55,000",California,4,1,2
3,Pharmacist,"109,600",New York,2,3,2
3,Education Program Specialist,"64,137",District of Columbia,4,2,2
3,Project Assistant,"54,400",,3,1,2
3,Data Scientist,"83,000",,2,1,2
4,Requirements Analyst ,"80,000",District of Columbia,6,1,2
6,librarian,"50,000",North Carolina,6,2,2
3,Marketing coordinator,"48,500",Florida,2,1,2
3,Process Control Manager,"150,000",Louisiana,3,1,2
3,Digital Marketing Manager,"78,000",Washington,3,1,2
3,Event Marketing Manager,"89,000",Massachusetts,3,1,2
3,HR BP,"60,000",Texas,4,1,2
4,Project Manager ,"70,000",Georgia,5,1,2
3,Library Associate III,"32,000",Georgia,3,2,2
6,Director of HR,"97,000",Montana,6,2,2
3,Talent Advisor,"50,000",Missouri,2,1,2
4,Program Officer,"80,000",Colorado,5,1,2
6,Director of HR,"97,000",Montana,6,2,2
4,Alumni Relations Officer,"60,380",Minnesota,5,1,2
3,HR business partner ,"30,000",,3,1,2
2,Summer Associate,"130,000",Utah,1,3,2
4,Game Designer,"64,525",California,3,1,1
3,Director of Marketing,"120,000",,5,2,2
3,Engineering Manager,"100,000",Maryland,2,2,2
4,Salesforce Developer,"136,000",Florida,5,1,1
3,Executive Assistant,"58,500",New York,3,1,
3,Senior Product Specialist,"117,000",Massachusetts,3,1,0
3,Software Engineer,"120,000",New York,3,1,2
4,Senior Commercial Counsel,"195,000",Maryland,5,3,2
3,Copywriter,"51,417",Wyoming,3,1,2
3,Software Engineer,"95,000",,3,1,2
4,Learning Manager,"69,000",New York,5,2,2
5,Customer Education Project Manager,"85,000",,5,1,2
4,Product designer III,"55,000",Florida,4,1,1
4,Marketing Coordinator,"34,000",Pennsylvania,5,0,2
2,PhD Candidate ,"39,000",Massachusetts,2,2,2
4,Security Engineer,"193,000",New York,5,1,1
4,Vice Chancellor and General Counsel,"145,000",North Carolina,5,3,2
3,News videographer ,"65,000",New Jersey,5,1,0
4,Clinical Supervisor,"90,000",Florida,5,2,2
3,Program Associate,"499,945",District of Columbia,2,2,2
3,Communications Manager,"65,000",District of Columbia,4,2,2
4,Director of Donor Relations ,"92,000",California,5,2,2
3,Environmental Planner,"77,500",Washington,3,1,2
6,VP-Marketing Director,"75,000",Tennessee,6,1,2
3,Business Office Coordinator,"41,000",Louisiana,2,1,2
4,Project coordinator,"51,100",Pennsylvania,5,2,2
5,Executive Assistant,"109,000",California,6,1,2
4,Senior Director ,"197,500",Ohio,6,1,2
3,Associate Brand Director,"160,000",California,4,2,2
4,Educational Curriculum Coordinator,"79,000",Ohio,5,2,2
3,Youth Services Supervisor,"70,000",Colorado,4,2,2
6,Product Manager,"140,000",Texas,6,1,2
5,Senior Project Manager,"70,300",Iowa,6,1,2
4,Managing editor,"90,898",New Jersey,6,1,2
5,Senior Data Scientist,"180,000",Colorado,6,3,2
4,Assistant Vice President ,"127,000",Massachusetts,5,2,2
4,Director ,"75,000",Arizona,3,2,2
3,Aquarist,"34,500",Nebraska,3,1,1
3,Marketing Manager,"161,000",California,4,1,2
3,Senior Product Owner,"126,500",Illinois,3,1,2
3,Senior Data Scientist,"135,000",New York,2,2,2
5,Software,"123,000",,6,1,1
2,Clinical Lab Assistant II,"52,000",District of Columbia,2,1,1
3,Inside quotations,"45,000",Tennessee,5,0,2
3,Legal Assistant,"42,000",,4,1,2
4,Sr. Director,"220,000",Virginia,5,3,1
4,Technology Manager,"150,000",Ohio,5,1,1
3,Senior Product Specialist,"100,000",California,2,1,1
3,Print and Mail Clerk,"48,000",,4,0,1
5,Director of Operations,"85,696",Wisconsin,7,3,2
5,Systems Engineer II,"109,000",Tennessee,6,0,1
3,Leadership Development Consultant,"90,000",North Carolina,4,2,2
3,Senior Editor,"65,000",New York,4,1,2
2,User Experience Designer Apprentice,"22,220",,2,0,2
3,Qualifications Engineer,"47,000",,3,3,0
4,Sales Analyst,"75,000",Tennessee,5,0,2
4,Associate Professor,"1,050,000",,5,3,1
4,Advertising and Events Manager,"78,800",Washington,5,0,2
3,Marketing Manager,"90,000",Wisconsin,5,1,2
3,Software Developer,"80,000",Texas,2,1,2
4,"Specialist, HR Systems and Projects","70,000",Texas,5,2,2
3,Communications Specialist,"70,000",Minnesota,3,2,2
3,senior graphic designer,"85,000",New York,3,1,2
3,Software Engineer,"170,000",New York,2,1,1
3,Associate Editor,"70,000",New York,3,1,2
4,Software Quality Assurance Manager,"110,000",Wisconsin,4,2,2
3,Software developer,"145,000",Wisconsin,5,1,1
3,Customer Service Manager,"70,000",Alaska,5,1,2
6,Secretary,"35,580",New York,7,0,2
4,Director of digital strategy,"100,000",District of Columbia,5,1,2
3,Optical Engineer II,"112,000",California,1,3,2
5,manager,"64,000",Kentucky,7,0,1
3,Marketing Strategy Manager,"61,000",Massachusetts,5,0,2
3,Software Developer,"175,000",Wisconsin,4,1,1
5,Senior Software Engineering Manager,"150,000",Oklahoma,6,2,2
3,Data and Quality Assurance Manager,"47,500",Illinois,2,1,2
2,Executive Assistant,"45,000",Arizona,3,0,2
3,Product development engineer,"105,000",Washington,2,2,2
6,Communication Specialist,"82,600",Michigan,7,1,2
3,Software Engineer 2,"128,000",Washington,2,1,0
3,Senior Digital Consultant ,"50,000",,3,1,2
3,Campaign Manager,"104,000",District of Columbia,3,1,1
2,Machine Learning Engineer,132000,Massachusetts,2,2,2
5,Dir of Marketing,165000,Massachusetts,6,1,1
3,Administrative Associate ,55000,Minnesota,5,1,2
4,Director of development operations,180000,,5,1,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
3,Quality Assurance Assistant,22000,,5,3,1
3,Quality Manager,69500,Wisconsin,3,1,2
4,Director of BDC & CRM,100000,California,5,1,2
3,Corporate PAralegal,63000,,4,0,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
3,Academic Librarian,84000,,4,2,2
4,Associate Consultant,105000,Minnesota,5,1,2
3,Software engineer,56000,,2,2,2
5,Principal Software Developer,230000,Washington,6,1,1
6,Senior Software Engineer,135000,California,6,2,1
3,Program Manager,63500,Texas,3,3,2
4,PhD Fellow/Assistant Lecturer,30000,California,4,2,0
2,Fast Food Restaurant General Manager,38000,Iowa,2,0,2
3,News producer,92000,District of Columbia,3,0,1
4,IT project Manager,120000,Wisconsin,5,,2
2,Staff accountant,53000,Georgia,2,1,1
3,Commissions Analyst,75000,Maine,2,1,1
4,Instructional Designer II,110000,Virginia,5,2,2
5,Senior Data Analyst,105000,Massachusetts,6,1,2
3,Development Manager,56000,,3,1,2
3,Resource advisor/officer,31000,,4,3,2
4,Senior Manager,115000,Massachusetts,5,2,2
5,System Analyst,100000,Texas,6,1,2
3,Social Media Manager,150000,District of Columbia,4,2,2
4,Chief of Staff,200000,California,5,2,2
4,Project Coordinator,67000,Oregon,5,3,2
3,Interior Designer,58000,Alabama,3,1,2
4,Deputy General Counsel,130000,Pennsylvania,5,3,2
3,professional faculty,62000,Virginia,4,2,2
4,Engineer,42000,,5,0,1
3,Planning Manager ,95100,Illinois,4,1,2
3,Minister of music and worship,41500,North Carolina,2,2,2
4,Admissions Coordinator,40000,Louisiana,5,0,2
6,"Senior VP, Internal Communications ",210000,New York,6,2,2
3,Assistant Professor,55000,Virginia,3,2,1
3,Minister of music and worship,41500,North Carolina,2,2,2
3,Campaigns and policy coordinator ,28500,,4,2,2
3,Communications Specialist,38000,Utah,2,2,2
2,RN,85000,Pennsylvania,3,1,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
4,Mechanical Engineer,110000,North Carolina,5,2,1
4,Digital Preservation Officer,63000,Arizona,5,2,2
3,Group Therapist ,41000,Pennsylvania,2,2,2
3,Development engineer,85000,,2,3,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
5,Senior staff software engineer,287000,California,6,1,1
4,Development Officer,89000,New York,5,1,2
2,Junior Mechanical Aerospace Engineer,67000,,2,1,2
3,Senior Security Engineer,200000,Oregon,4,1,1
4,Quality Assurance Engineer/Scrum Master,57000,California,4,1,2
4,Computer System Administrator,145000,Illinois,6,2,1
3,Product Owner,104000,Colorado,4,1,2
3,Software Developer,92000,,2,2,2
3,Senior Process Engineer,75000,Kentucky,3,1,2
3,Optical development engineer,65000,,3,3,2
6,Associate Director ,175000,New Jersey,7,2,2
4,Director of Engineering,200000,District of Columbia,5,1,2
3,Senior Associate,130000,,4,2,2
4,Director of Operations,91000,Idaho,5,1,2
3,Software Engineer,93000,Colorado,2,1,2
4,Student Support Specialist (Academic Advisor),44700,Illinois,5,2,2
4,Director of Human Resources,90000,Colorado,5,1,2
3,Youth Services Outreach Assistant,36192,Kansas,2,2,1
3,Graduate Research Assistant,30000,Wisconsin,2,2,2
4,Product Marketing Manager,85000,Oregon,5,2,1
5,physics technologist,94000,,7,1,2
4,Staff Product Manager,156000,Colorado,5,1,1
3,Associate Marketing Director,60000,Massachusetts,3,1,2
4,Senior Developer,72000,,6,2,1
4,Administrative Support Specialist,48000,North Carolina,5,2,2
4,DevOps Architect,104203,Florida,6,1,1
4,Digital Preservation Librarian,71100,Virginia,5,2,2
3,Software Engineer,144000,Tennessee,3,1,2
4,Senior Communication Specialist,75000,Oregon,5,1,2
3,Account Manager,66500,New York,3,1,2
3,Lab Project Technician,22737,,3,2,2
4,Youth services librarian,43000,Georgia,4,2,2
5,Product Owner,180000,,6,1,1
3,Product Marketer,65000,Illinois,3,1,2
4,Staff Engineer,87166,North Carolina,5,1,2
4,Software Dev,63000,Florida,6,1,1
3,Medical Intern,60200,New York,3,3,2
3,Executive Assistant to Agency Head,84000,District of Columbia,4,1,2
4,Executive Assistant - SVP,85000,New York,5,1,2
5,Further Education Funding and Data Consultant,66000,,6,1,2
4,Accessibility lead,147000,Wisconsin,5,1,1
4,Senior Software Engineer,185000,Massachusetts,6,2,1
3,"Medical Lab Technician, ASCP",53000,Washington,3,1,2
3,Engineering Manager,142000,Nevada,4,1,1
4,Director - IT Strategy,99000,Washington,5,2,2
3,Operations Manager,74340,Wisconsin,5,1,1
4,Assistant Director of Development,63000,Georgia,3,1,2
3,Senior Site Reliability Engineer,92300,,2,1,1
3,Content Editor,110000,New York,5,1,2
3,Accounting Analyst,47000,Kansas,3,1,2
4,Unemployed ,0,Oregon,6,2,1
4,Data Architect,190000,California,5,1,1
4,Assistant to the CEO/Office Manager,50000,,4,2,2
4,Junior Developer,43000,Nebraska,5,1,1
3,Engineer,97500,Massachusetts,2,1,1
3,Strategist,48000,Georgia,3,1,2
5,Account Manager ,400000,,5,1,2
5,Sales engineer ,95000,New York,5,2,2
2,Design Assistant,47840,Kansas,2,1,2
4,Clinical Assistant Professor,66000,Georgia,5,2,2
3,Postdoctoral research associate,34800,,2,3,2
4,Security Consultant,125000,,5,1,1
3,Programme Manager,38700,,3,2,2
2,Software engineer,136000,New York,2,1,1
6,Senior Software Engineer,162000,New York,6,0,1
4,Head of Platform,150000,,5,1,1
4,Principal Software Engineer,200000,Oregon,5,1,1
4,MSP Engineer II,55000,Ohio,6,0,1
3,Architect,80000,Georgia,4,2,2
3,Software Development Engineer II,144055,Washington,3,1,2
5,Billing specialist,30800,Missouri,5,1,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
3,HR Manager,88000,Ohio,4,1,2
3,Branch Manager,43000,South Carolina,3,2,2
4,Attorney,102500,Maryland,4,3,2
3,Associate Technical Staff,125000,Massachusetts,2,2,0
3,Summer Associate,52000,Arkansas,1,1,2
5,Analyst,126000,Virginia,6,2,2
6,Office Manager,68000,North Carolina,4,0,2
2,Senior Consultant,115000,Illinois,3,,2
4,Senior Marketing Manager,92700,Pennsylvania,5,2,2
4,General Manager,101000,Oregon,5,0,1
3,Legal Assistant,62000,,2,1,2
5,"Manager, Technical Writing",135000,California,6,1,1
5,Director of Human Resources ,101000,Minnesota,5,0,2
3,Data Analyst,70000,Virginia,4,1,1
2,Account Care Representative ,37440,Virginia,2,1,0
3,Teacher ,41466,Florida,3,1,2
5,Legal Assistant,50000,,7,3,2
4,Senior Business Development Manager,145000,Wisconsin,5,2,2
4,Associate,270000,District of Columbia,3,3,2
3,Junior Media Buyer,58000,Connecticut,2,1,2
5,Director of Human Resources ,108000,Texas,6,2,2
3,Senior Data Manager,74000,Louisiana,4,2,2
3,Director,520000,California,3,1,2
4,Sales executive ,130000,Illinois,5,1,2
3,Retail Communications Lead,32000,,3,3,2
4,Analyst,135000,District of Columbia,5,2,1
3,Software development engineer,150000,Washington,3,1,2
4,PR Manager (Account Supervisor),110000,California,5,1,2
3,Web Designer,52000,Alabama,2,1,2
3,Sr Mechanical Engineer,100000,Massachusetts,4,1,2
3,"Quality Manager, Testing Captain, Team Lead",101000,Wisconsin,4,1,2
3,Visitor Services Assistant Manager,21000,,3,2,2
4,Assistant Nurse Manager,68640,Missouri,5,1,2
4,Attorney,576000,Utah,5,,2
3,Software Engineer,113000,Texas,2,1,2
4,Contact Tracing Lead Investigator ,62400,Indiana,5,1,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
3,Marketing Strategy Manager,61000,Massachusetts,5,0,2
